1.00000000000000e+00,9.99066777738959e-01,-2.85069605333329e-07
1.02329299228075e+00,9.99066777738837e-01,-2.91709729449999e-07
1.04712854805090e+00,9.99066777738866e-01,-2.98504521926253e-07
1.07151930523761e+00,9.99066777739007e-01,-3.05457585450383e-07
1.09647819614318e+00,9.99066777738745e-01,-3.12572606630807e-07
1.12201845430196e+00,9.99066777738772e-01,-3.19853357944199e-07
1.14815362149688e+00,9.99066777738800e-01,-3.27303699741763e-07
1.17489755493953e+00,9.99066777738902e-01,-3.34927582292669e-07
1.20226443461741e+00,9.99066777738909e-01,-3.42729047881761e-07
1.23026877081238e+00,9.99066777738953e-01,-3.50712232948333e-07
1.25892541179417e+00,9.99066777739038e-01,-3.58881370282679e-07
1.28824955169313e+00,9.99066777738572e-01,-3.67240791270735e-07
1.31825673855641e+00,9.99066777738686e-01,-3.75794928186274e-07
1.34896288259165e+00,9.99066777738722e-01,-3.84548316547680e-07
1.38038426460288e+00,9.99066777738850e-01,-3.93505597515643e-07
1.41253754462275e+00,9.99066777738833e-01,-4.02671520361554e-07
1.44543977074593e+00,9.99066777738897e-01,-4.12050944976791e-07
1.47910838816821e+00,9.99066777738229e-01,-4.21648844457661e-07
1.51356124843621e+00,9.99066777738387e-01,-4.31470307735581e-07
1.54881661891248e+00,9.99066777738420e-01,-4.41520542283133e-07
1.58489319246111e+00,9.99066777738542e-01,-4.51804876865541e-07
1.62181009735893e+00,9.99066777738606e-01,-4.62328764374571e-07
1.65958690743756e+00,9.99066777738701e-01,-4.73097784713843e-07
1.69824365246174e+00,9.99066777738872e-01,-4.84117647759865e-07
1.73780082874937e+00,9.99066777738625e-01,-4.95394196391267e-07
1.77827941003892e+00,9.99066777738037e-01,-5.06933409583368e-07
1.81970085860998e+00,9.99066777737379e-01,-5.18741405580086e-07
1.86208713666287e+00,9.99066777737269e-01,-5.30824445135279e-07
1.90546071796325e+00,9.99066777737299e-01,-5.43188934838647e-07
1.94984459975804e+00,9.99066777737191e-01,-5.55841430502368e-07
1.99526231496888e+00,9.99066777737341e-01,-5.68788640651290e-07
2.04173794466953e+00,9.99066777737503e-01,-5.82037430066133e-07
2.08929613085404e+00,9.99066777736887e-01,-5.95594823431955e-07
2.13796208950223e+00,9.99066777736786e-01,-6.09468009056005e-07
2.18776162394955e+00,9.99066777736665e-01,-6.23664342686017e-07
2.23872113856834e+00,9.99066777736900e-01,-6.38191351403740e-07
2.29086765276777e+00,9.99066777736584e-01,-6.53056737624992e-07
2.34422881531992e+00,9.99066777736772e-01,-6.68268383171916e-07
2.39883291901949e+00,9.99066777737011e-01,-6.83834353460512e-07
2.45470891568503e+00,9.99066777736929e-01,-6.99762901776426e-07
2.51188643150958e+00,9.99066777736606e-01,-7.16062473645515e-07
2.57039578276886e+00,9.99066777736900e-01,-7.32741711313664e-07
2.63026799189538e+00,9.99066777736454e-01,-7.49809458337099e-07
2.69153480392691e+00,9.99066777736622e-01,-7.67274764261633e-07
2.75422870333816e+00,9.99066777736929e-01,-7.85146889419553e-07
2.81838293126445e+00,9.99066777735674e-01,-8.03435309854715e-07
2.88403150312660e+00,9.99066777735734e-01,-8.22149722322553e-07
2.95120922666638e+00,9.99066777736034e-01,-8.41300049455321e-07
3.01995172040201e+00,9.99066777735161e-01,-8.60896445006702e-07
3.09029543251359e+00,9.99066777734976e-01,-8.80949299252592e-07
3.16227766016837e+00,9.99066777734857e-01,-9.01469244476484e-07
3.23593656929628e+00,9.99066777735223e-01,-9.22467160625570e-07
